Dewpoint,Samples,SamplingDuration,Pressure,Latitude,Longitude
3.0556,18,5.473958333,1059,40.4,-122.23
1.3571,26,4.492647059,939,40.39,-122.27
1.8438,17,5.32278481,887,40.39,-122.29
3.2788,26,5.60483871,319,40.48,-122.33
2.125,30,5.201663202,1296,40.47,-122.33
2.0899,21,4.583497053,1308,40.48,-122.36
3.3315,18,5.345565749,921,40.45,-122.37
2.1875,16,5.491712707,495,40.44,-122.42
2.1496,16,5.398176292,1801,40.47,-122.43
2.8085,16,5.648760331,1413,40.46,-122.45
3.3005,12,5.920187793,1970,40.39,-122.37
2.793,17,5.539449541,1538,40.42,-122.32
1.7935,20,5.628571429,512,40.75,-122.56
2.8036,27,4.797507788,883,40.61,-122.57
4.5357,13,5.850485437,1361,40.52,-122.66
2.125,22,6.856687898,903,40.4,-122.76
1.8816,33,7.871794872,631,41.06,-122.34
2.2583,18,7.046728972,247,40.89,-122.31
2.7736,20,7.544692737,892,40.85,-122.45
3.0299,14,5.814102564,1356,40.95,-122.07
2.225,26,5.742718447,513,40.97,-121.89
2.503,17,6.935960591,1027,40.77,-121.86
3.15,14,6.364341085,477,40.69,-121.83
4.0132,14,6.273279352,1447,40.64,-122.08
3.5189,17,5.498201439,1497,40.55,-122.06
2.2993,13,6.241144414,1799,40.52,-121.92
2.1513,8,8.117845118,786,40.61,-121.67
2.7857,14,7.334346505,805,40.48,-121.55
1.7538,24,7.034591195,834,40.9,-121.64
2.9063,31,5.508710801,776,40.87,-121.67
3.0179,15,5.572796935,1537,40.88,-121.65
2.267,17,5.527114967,1118,40.89,-121.67
2.2337,23,5.491428571,872,40.92,-121.63
2.3393,16,7.370165746,915,40.82,-121.41
2.83,22,6.192307692,1168,41.12,-121.47
2.67,33,5.915451895,936,41.04,-121.45
2.7778,32,6.985074627,544,39.61,-120.08
2.46,14,6.205574913,734,39.56,-120.23
1.8839,32,11.57251908,304,39.66,-120.48
2.3625,40,6.272727273,305,39.67,-120.24
3.8826,17,9.426315789,432,39.63,-120.73
3.625,52,5.285714286,143,39.67,-120.24
1.875,48,8.8,358,39.56,-120.92
2.065,26,10.58333333,498,39.52,-120.51
1.7885,40,5.91681736,1467,41.78,-121.62
1.74,28,6.158892128,1908,41.86,-121.93
2.234,19,5.988352745,1572,41.86,-122.33
1.7639,21,5.417607223,1109,41.81,-122.53
2.1607,17,5.74695122,953,41.66,-122.26
1.8242,18,5.945859873,802,41.95,-122.64
2.7222,25,5.528301887,1117,41.86,-123.26
2.2976,25,4.976923077,1000,41.8,-123.38
1.965,23,6.058608059,669,41.6,-123.41
2.3571,23,6.489499192,1634,41.7,-122.92
2.4107,21,6.568627451,947,41.69,-122.56
2.0591,15,4.84004603,1863,41.74,-122.61
3.3095,33,5.474120083,1113,41.74,-122.64
1.8694,36,5.259904913,1492,41.73,-122.64
2.2206,50,5.350877193,661,41.73,-122.64
1.8533,15,4.903095559,1784,41.72,-122.65
2.5357,19,5.994550409,950,41.76,-122.73
3.1062,19,6.330232558,1108,41.63,-122.64
2.2024,29,5.271341463,848,41.53,-122.56
2.723,20,6.496969697,1800,41.48,-122.93
1.7292,31,5.298755187,600,41.46,-122.9
1.6757,34,6.54009434,1066,41.26,-123.08
2.7468,14,6.500729927,1817,41.54,-122.38
3.125,19,6.517667845,1544,41.43,-122.49
1.6509,45,5.332541568,1155,41.43,-122.38
1.27,28,4.672972973,929,41.41,-122.37
1.7448,23,5.384615385,370,41.41,-122.39
1.1915,45,5.59437751,521,41.31,-122.32
2.1571,13,4.713114754,1151,41.32,-122.3
2.4526,29,5.782051282,1700,41.31,-122.3
2.8036,15,5.950282486,2147,41.38,-122.28
3.4519,15,6.157303371,1188,41.28,-122.45
2.0375,26,7.12,55,41.21,-122.34
2.1898,40,5.915407855,725,41.23,-122.27
1.5923,52,5.537423313,1926,41.2,-122.27
1.0667,31,12.80851064,112,41.5,-121.76
2.2462,52,5.692634561,1728,41.32,-122.09
5.1014,15,6.578947368,6456,38.12,-122.22
4.9504,5,5.630107527,4361,38.13,-122.19
3.1768,31,5.010869565,1441,38.11,-122.21
3.0962,35,5.200980392,1189,38.11,-122.21
3.8029,36,5.428057554,1445,38.1,-122.21
3.1848,43,4.946428571,968,38.11,-122.22
3.0221,38,4.497584541,566,38.1,-122.22
2.9469,40,5.159919028,1275,38.1,-122.22
3.1204,44,5.295774648,1057,38.1,-122.22
3.4559,44,5.884765625,1353,38.1,-122.22
2.2734,47,6.002777778,966,38.09,-122.22
3.8667,37,5.894736842,2083,38.09,-122.21
5.2957,18,6.483931947,3205,38.09,-122.2
3.1053,37,5.447674419,1574,38.08,-122.22
3.436,37,5.516826923,2920,38.08,-122.22
5.8171,4,7.220479705,7025,38.07,-122.22
2.2417,48,5.048484848,652,38.09,-122.25
2.4875,26,4.556476684,2539,38.09,-122.23
2.6098,13,5.042553191,2957,38.07,-122.24
1.3007,24,3.142487047,699,38.1,-122.26
1.1835,30,3.350505051,1794,38.1,-122.26
2.3,52,3.594202899,173,38.1,-122.25
2.75,52,5.615141956,824,38.1,-122.25
2.5042,52,4.763374486,1113,38.1,-122.25
2.1411,52,4.456582633,817,38.1,-122.25
2.4201,46,4.891381346,2240,38.1,-122.23
2.9432,49,6.029315961,849,38.1,-122.24
3.0507,52,4.427645788,1277,38.11,-122.24
2.3241,42,5.11143695,889,38.11,-122.24
2.5969,47,4.843866171,694,38.1,-122.23
4.2308,49,6.328671329,1006,38.12,-122.23
4,47,6.187242798,1152,38.11,-122.23
4.775,52,6.535603715,772,38.11,-122.24
3.2664,29,5.057899902,2459,38.13,-122.23
4.0938,37,5.979591837,1325,38.13,-122.24
4.2902,39,5.673040153,1243,38.12,-122.24
4.0114,42,6.687242798,578,38.12,-122.24
2.5865,47,4.681818182,794,38.12,-122.25
2.6133,49,5.163755459,1131,38.11,-122.25
2.1976,52,4.590322581,1519,38.11,-122.25
1.9667,52,4.087628866,505,38.11,-122.26
1.7411,52,5.43554007,670,38.11,-122.26
2.6708,52,4.86389414,1238,38.11,-122.26
3.1025,28,4.854460094,1623,38.12,-122.26
2.6937,45,5.060640732,2109,38.12,-122.27
2.7375,42,5.137560976,3124,38.12,-122.27
4.0515,26,5.291845494,2388,38.15,-122.26
4.0156,34,5.471590909,392,38.14,-122.26
4.5053,16,5.766176471,2830,38.15,-122.26
5.3785,12,5.843648208,3928,38.12,-122.32
1.6368,28,4.357446809,1375,38.13,-122.26
3.724,15,5.15127582,5008,38.14,-122.24
4.4529,10,6.006167401,4163,38.15,-122.24
3.7014,24,5.493408663,1878,38.15,-122.25
5.5138,7,6.949864499,2824,38.15,-122.22
1.756,33,5.309322034,753,38.15,-122.23
2.3056,36,5.268656716,792,38.14,-122.23
2.6466,14,4.893542757,1083,38.04,-122.15
3.1373,52,4.62745098,830,38.05,-122.16
4.6776,34,5.754137116,926,38.05,-122.16
4.6406,20,6.109979633,1207,38.07,-122.19
5.3288,10,6.196762142,2089,38.07,-122.18
6.4599,15,7.8125,857,38.07,-122.17
4.5321,14,5.643300799,2876,38.07,-122.16
4.4397,16,5.615015974,1764,38.06,-122.17
5.3661,10,5.762452107,1381,38.06,-122.15
6.4232,7,6.707512764,8276,38.08,-122.17
4.4821,5,6.055063291,4620,38.1,-122.2
6.3735,8,5.339130435,278,38.09,-122.19
3.2891,27,5.240331492,1756,38.05,-122.14
4.6761,31,5.649501661,1750,38.07,-122.14
2.3929,11,4.912408759,318,38.09,-122.11
3.3281,40,5.847908745,669,38.26,-122.13
6.5891,17,7.254464286,703,38.29,-122.15
8.0113,18,7.233333333,658,38.29,-122.18
7.2589,21,8.035714286,812,38.23,-122.18
5.3345,4,7.209251101,1497,38.16,-122.14
5.2523,7,6.335913313,2228,38.17,-122.18
6.0487,15,7.616883117,450,38.26,-122.07
5.3102,13,7.494404883,3193,38.24,-122.1
5.0672,14,7.075664622,3196,38.27,-122.06
4.3586,8,5.744265081,3237,38.27,-122.07
6.8872,2,10.27217125,2012,38.3,-122.08
3.676,12,4.790322581,2129,38.28,-122.04
5.2527,25,6.770491803,1464,38.28,-122.04
4.4882,15,6.573264781,2418,38.28,-122.03
6.6779,5,7.507177033,713,38.3,-122.03
4.962,3,6.663507109,3238,38.28,-122
5.4399,4,7.388888889,4010,38.29,-121.98
2.5313,36,6.261904762,88,38.15,-121.99
2.6827,32,5.487179487,631,38.26,-122.05
3.815,37,5.783549784,680,38.25,-122.05
3.3153,36,6.100671141,953,38.25,-122.06
3.3598,34,5.087947883,898,38.25,-122.06
3.3839,36,5.621621622,672,38.26,-122.06
3.5464,15,5.065092534,4390,38.24,-122.07
2.8438,38,4.779527559,632,38.25,-122.04
6.2299,39,5.236842105,101,38.25,-122.05
2.7885,34,4.384068279,1795,38.26,-122.04
2.7167,37,4.339483395,648,38.25,-122.04
3.0938,32,4.717647059,571,38.25,-122.04
2.4,52,5.490566038,241,38.25,-122.04
3.0912,21,5.225127088,3927,38.26,-122.05
3.1853,16,4.636363636,4508,38.27,-122.04
2.7284,24,4.897400821,1959,38.27,-122.03
2.9576,25,4.566765579,2685,38.26,-122.03
2.5896,27,4.598930481,2085,38.26,-122.02
3.1389,35,4.813895782,1177,38.25,-122.03
3.2115,20,5.263529412,1169,38.27,-122.02
3.2061,20,5.005134788,2198,38.26,-122.02
4.0619,17,5.979605263,4758,38.27,-122.01
3.6335,8,5.059440559,1566,38.26,-122.02
5.2636,1,7.694029851,872,38.23,-122
5.4074,16,7.076923077,495,38.24,-122.03
1.6875,22,4.307332293,2612,38.24,-122.04
1.9954,30,4.751141553,1005,38.24,-122.04
4.0905,13,6.197026022,1923,38.25,-122.03
3.8583,11,5.832591273,3570,38.25,-122.01
4.6779,16,5.875,792,38.25,-122.01
3.1176,10,5.214452214,1255,38.25,-122.02
4.9222,7,6.279615795,6657,38.25,-122
4.9103,4,5.502212389,1545,38.25,-121.98
4.5987,12,6.52764613,2087,38.26,-122.01
3.1979,16,5.723374827,1762,38.27,-121.99
6.0842,18,7.675,368,38.26,-121.99
2.5681,35,5.050650558,9879,38.27,-121.94
2.8357,17,5.308255659,2899,38.37,-121.94
3.2396,14,5.092511013,574,38.37,-121.94
1.0208,25,3.5,71,38.38,-121.94
5.0346,2,8.81316726,1791,38.36,-121.94
4.6719,17,5.980327869,934,38.48,-121.99
4.9773,12,7.302180685,1035,38.44,-122.01
4.945,11,6.661971831,1331,38.41,-122
3.4741,17,5.481149013,1434,38.41,-122.07
5.1534,19,5.628037383,1665,38.43,-121.95
4.5,15,6.072115385,665,38.41,-121.94
2.7051,26,5.602179837,933,38.37,-121.92
6.0252,15,7.95821727,1325,38.34,-121.96
3.6036,14,4.577677225,1597,38.34,-121.96
5.8269,16,7.136986301,1099,38.35,-121.95
4.412,8,5.548330404,1758,38.35,-121.94
6.1112,2,7.153277932,3481,38.34,-121.92
4.2324,9,6.11872705,2687,38.34,-121.95
4.976,3,6.572016461,3664,38.33,-121.96
4.0458,12,5.25307377,2749,38.32,-121.96
4.875,25,5.78125,85,38.31,-121.93
10.2264,45,3.166666667,7460,38.32,-121.98
2.433,33,5.334975369,562,38.36,-121.98
2.4659,45,5.573667712,839,38.35,-121.99
2.5707,38,5.511494253,745,38.35,-122
4.2115,34,5.474747475,561,38.35,-122
3.6176,24,6.47826087,300,38.35,-122
3.8651,18,6.43615495,1600,38.35,-122.01
7.1053,15,6.520547945,213,38.36,-122.01
4.163,30,4,103,38.36,-121.98
3.7388,17,5.002643172,3182,38.35,-121.97
4.5568,11,4.934210526,899,38.34,-121.97
4.0938,20,5.66,667,38.35,-121.96
3.89,7,4.689458689,1911,38.34,-121.96
2.7434,11,4.622478386,1772,38.36,-121.96
4.4375,16,6.126353791,832,38.35,-121.98
4.0536,13,5.54601227,2022,38.34,-121.98
4.0329,16,5.8275,1074,38.34,-121.97
2.5938,18,4.470588235,2386,38.34,-121.98
4.0433,16,5.7421875,748,38.34,-121.99
4.2137,13,5.153724247,1915,38.34,-121.99
5.5435,34,6.084507042,208,38.35,-122
6.0704,16,7.401179941,1043,38.38,-122
5.778,16,7.413729128,1673,38.37,-122.01
4.9583,28,6.759450172,734,38.36,-122.01
6.0767,16,5.572413793,371,38.38,-122.02
6.4894,16,7.381656805,1118,38.37,-122.02
5.9441,15,6.877192982,485,38.36,-122.01
5.1781,3,7.107116105,4095,38.39,-121.98
2.8438,21,4.714953271,2018,38.37,-121.98
2.1067,24,4.240418118,1538,38.36,-121.98
3.625,18,6.469135802,469,38.37,-122
3.2768,35,6.03539823,1290,38.36,-121.99
2.7262,34,5.570264766,1390,38.36,-122
3.5179,33,4.709677419,75,38.36,-121.99
3.3438,34,5.057239057,860,38.36,-122
3.3036,26,5.453038674,1002,38.36,-121.82
3.9309,18,6.318881119,2230,38.49,-121.81
3.9306,19,6.293577982,348,38.41,-121.76
3.7061,24,5.772189349,1140,38.45,-121.81
3.7083,10,5.703603604,3419,38.46,-121.82
5.0862,2,9.08045977,235,38.43,-121.85
4.8611,15,6.442065491,2540,38.45,-121.83
3.2672,32,5.204379562,1154,38.45,-121.83
2.3438,36,5.023952096,446,38.45,-121.83
2.2244,24,4.491408935,917,38.43,-121.83
3.9286,30,5.732876712,756,38.43,-121.81
2.625,32,5.320284698,905,38.25,-121.76
3.2937,33,5.317647059,824,38.16,-121.69
2.2888,46,5.317865429,970,38.16,-121.69
3.0288,40,5.125506073,547,38.13,-121.73
4.8173,22,5.536231884,1001,38.15,-121.74
4.2813,33,6.340425532,212,38.13,-121.84
4.5313,25,6.795031056,1244,38.27,-122.42
3.5647,33,5.423357664,781,38.22,-122.49
2.7457,37,5.632727273,863,38.16,-122.41
3.5507,24,5.121052632,718,38.3,-122.45
3.4031,15,5.286796537,2175,38.3,-122.47
4.7356,18,6.815668203,550,38.31,-122.42
1.9487,25,4.670676692,1262,38.34,-122.44
2.364,21,4.817097416,1098,38.29,-122.46
3.5982,35,5.197640118,686,38.29,-122.46
5.7984,20,7.186956522,1374,38.28,-122.45
2.5658,14,4.815483871,1277,38.29,-122.47
4.2237,25,5.99522673,1994,38.27,-122.45
5.2155,18,6.553133515,872,38.27,-122.52
5.795,22,7.139720559,1371,38.32,-122.53
3.3098,30,5.742957746,788,38.32,-122.49
3.25,27,5.252559727,1411,38.31,-122.49
3.3571,14,5.227941176,1613,38.3,-122.49
2.652,17,5.248543689,1241,38.3,-122.48
3.8,26,6.876494024,672,38.29,-122.49
3.5625,8,5.44017094,1657,38.27,-122.49
4.3472,15,5.923832924,1144,38.34,-122.47
3.2727,17,5.234177215,1587,38.32,-122.49
3.1375,31,5.25,680,38.32,-122.48
2.3276,29,4.731075697,1124,38.31,-122.48
2.7727,19,5.091295117,1266,38.31,-122.48
3.1129,42,4.73258427,1141,38.32,-122.48
4.2891,24,6.082191781,894,38.42,-122.55
4.7237,27,6.280991736,1587,38.38,-122.58
4.1307,36,5.486725664,777,38.4,-122.5
3.075,25,4.325966851,784,38.35,-122.5
3.7969,40,5.949781659,1167,38.36,-122.54
4.7,25,6.889400922,1335,38.24,-122.61
3.4896,17,6.084507042,897,38.24,-122.61
2.9871,18,5.105,914,38.23,-122.61
6.204,19,6.564202335,893,38.24,-122.62
5.2452,18,6.923990499,1340,38.25,-122.61
4.725,16,6.15720524,741,38.24,-122.6
5.0849,18,6.620767494,1279,38.24,-122.61
4.8603,16,6.79015544,1247,38.24,-122.6
3.7115,20,6.091549296,1707,38.25,-122.63
4.0341,33,5.56504065,758,38.24,-122.62
4.0962,33,6.130801688,677,38.25,-122.62
4.6833,17,5.23583181,1482,38.26,-122.61
2.875,20,4.767676768,826,38.25,-122.62
4.6534,24,6.596685083,1187,38.25,-122.62
5.3707,7,6.443564356,2902,38.27,-122.57
3.6392,8,5.709426628,2808,38.17,-122.51
5.1391,9,6.309933775,2077,38.27,-122.65
4.6069,7,5.609195402,3551,38.26,-122.63
2.1696,16,4.834920635,477,38.27,-122.66
2.5179,45,4.93883792,823,38.24,-122.63
3.0139,45,4.796610169,1076,38.23,-122.63
3.0769,52,5.119047619,519,38.23,-122.64
4.075,49,5.361305361,1061,38.23,-122.64
4.0417,34,5.25748503,372,38.22,-122.63
5.565,17,7.577142857,1199,38.22,-122.63
6.2034,22,6.532293987,1283,38.21,-122.63
4.0703,37,5.160104987,875,38.23,-122.63
3.1711,52,5.058309038,712,38.23,-122.65
3.3011,52,4.616702355,1070,38.23,-122.64
3.45,52,5.573913043,910,38.23,-122.65
4.3056,39,5.90797546,1351,38.2,-122.66
2.5202,52,4.64469914,635,38.24,-122.64
3.7917,40,4.959798995,1039,38.24,-122.64
3.402,23,5.179948586,1852,38.25,-122.65
4.95,24,6.223642173,922,38.24,-122.65
4.275,49,6.072356215,1431,38.24,-122.65
3.8,31,4.791744841,1507,38.25,-122.64
4.0313,32,6.104166667,1066,38.27,-122.69
4.0729,32,6.470873786,660,38.25,-122.67
3.8269,29,5.76754386,650,38.25,-122.68
5.0544,29,5.875555556,1372,38.24,-122.67
3.2442,32,6.167630058,1869,38.29,-122.77
4.385,35,6.356451613,1668,38.26,-122.73
3.5673,47,5.543766578,1053,38.23,-122.7
2.4117,16,4.933656958,1675,38.35,-122.72
4.3906,26,5.649484536,801,38.31,-122.72
3.7875,28,5.599415205,930,38.31,-122.67
3.3827,30,5.655122655,1693,38.3,-122.69
2.5819,44,4.586419753,434,38.34,-122.73
4.6324,16,5.685410334,1938,38.32,-122.69
3.6953,13,4.388402626,2064,38.33,-122.71
4.1964,14,6.29740519,1208,38.31,-122.7
3.6369,16,5.271186441,696,38.33,-122.7
5.6613,15,5.953051643,1400,38.32,-122.69
3.733,23,5.784552846,1526,38.34,-122.69
3.0078,26,5.184065934,1060,38.33,-122.7
2.6033,22,4.055194805,699,38.34,-122.71
3.375,26,5.369491525,846,38.33,-122.7
7.226,12,8.244680851,685,38.35,-122.69
4.0071,15,4.532258065,1602,38.34,-122.69
2.3464,11,3.492211838,1203,38.35,-122.71
3.7813,14,5.826196474,954,38.35,-122.7
1.6033,14,4.641791045,493,38.35,-122.7
2.8261,19,4.341569767,1782,38.34,-122.7
3.1781,23,4.926391382,1493,38.34,-122.71
4.8233,8,6.061361457,2969,38.37,-122.69
5.6018,16,6.767241379,1014,38.37,-122.71
4.4444,16,6.255555556,921,38.35,-122.69
2.4827,6,4.622371741,2502,38.36,-122.69
5.0366,16,6.741116751,607,38.35,-122.7
4.221,11,6.640410959,2538,38.36,-122.7
5.1966,15,6.426865672,979,38.34,-122.63
4.3278,8,5.843045843,3833,38.36,-122.68
4.0844,12,5.073298429,2146,38.34,-122.69
3.9518,4,5.472542373,4323,38.33,-122.67
3.2857,16,5.146788991,880,38.34,-122.69
3.1047,32,4.5,1767,38.4,-122.68
1.6685,28,3.738207547,1362,38.43,-122.7
1.6267,23,4.263586957,1031,38.42,-122.71
1.439,17,3.797752809,833,38.4,-122.71
2.0915,16,4.523897059,2557,38.39,-122.7
6.5261,10,7.867954911,3741,38.4,-122.62
4.3657,17,6.555806088,2614,38.44,-122.66
4.3587,29,5.594298246,1165,38.44,-122.67
3.5885,18,5.236538462,1150,38.43,-122.68
6.8586,21,6.876623377,400,38.4,-122.65
5.7204,15,6.553191489,786,38.37,-122.65
4.5588,17,6.053691275,750,38.43,-122.67
3.2813,17,4.980148883,895,38.43,-122.67
4.023,14,5.594736842,2228,38.42,-122.66
6.0774,29,7.870967742,161,38.43,-122.68
3.3981,15,5.860279441,1182,38.46,-122.58
4.6957,13,6.189751801,2543,38.42,-122.61
3.9375,10,5.629107981,1132,38.43,-122.58
3.183,14,4.784482759,505,38.44,-122.59
3.4561,20,5.451171875,785,38.43,-122.59
5.93,20,6.289617486,478,38.41,-122.56
2.6023,14,3.7824,1300,38.46,-122.66
4.4375,26,6.442724458,906,38.45,-122.66
2.9222,24,5.141176471,1027,38.45,-122.67
3.2415,32,5.230235784,1786,38.44,-122.67
2.9107,29,4.975088968,1346,38.44,-122.68
3.9766,47,6.277777778,310,38.45,-122.7
4.0139,36,5.546052632,744,38.45,-122.68
2.7222,40,4.911864407,636,38.44,-122.69
3.5521,35,6.277777778,620,38.44,-122.69
3.4545,36,4.891791045,648,38.44,-122.68
3.2845,45,4.551546392,401,38.44,-122.7
3.9191,36,6.110062893,711,38.45,-122.69
3.8583,31,6.457142857,691,38.44,-122.69
2.1912,42,4.122093023,547,38.44,-122.7
3.2935,35,4.289473684,822,38.44,-122.7
2.2262,52,4.553797468,738,38.43,-122.71
1.5026,38,3.192816635,1071,38.43,-122.71
1.5357,52,3.879120879,627,38.44,-122.72
1.3684,52,4.082644628,475,38.44,-122.71
1.7,27,4.2,462,38.44,-122.71
1.9932,29,4.329949239,990,38.47,-122.72
2.9073,35,4.691558442,795,38.46,-122.72
3.1467,41,4.882352941,780,38.45,-122.72
2.314,42,4.265582656,844,38.46,-122.71
2.905,41,4.310043668,965,38.46,-122.71
3.0444,36,4.559748428,1087,38.46,-122.71
2.9663,39,4.81370826,1223,38.45,-122.71
3.455,48,5.883018868,1275,38.45,-122.71
1.125,26,3.794339623,855,38.45,-122.7
2.1827,52,4.344230769,957,38.45,-122.71
5.3409,15,6.081081081,716,38.48,-122.68
2.4722,16,4.722298222,1567,38.47,-122.67
4.7143,17,6.466666667,1244,38.46,-122.68
3.0568,19,4.267898383,1130,38.47,-122.67
2.3929,15,4.493796526,718,38.46,-122.68
3.9261,23,5.448392555,1299,38.46,-122.71
5.0415,29,6.555555556,1012,38.46,-122.7
5,32,5.80078125,1117,38.46,-122.69
4.1734,39,6.396825397,640,38.45,-122.7
6.0298,23,6.874251497,902,38.48,-122.72
7.3003,19,7.9616,1926,38.46,-122.68
6.6104,15,7.340702211,2324,38.5,-122.71
4.2051,16,5.236893204,1462,38.48,-122.66
2.825,16,4.648464164,1124,38.48,-122.66
3.7617,23,5.81865285,1035,38.47,-122.66
4.0647,14,5.279596977,926,38.46,-122.65
3.267,21,5.230379747,919,38.48,-122.66
4.75,20,6.1,1369,38.47,-122.66
6.6854,18,6.648221344,1442,38.51,-122.69
5.8369,19,7.145374449,1174,38.48,-122.64
3.858,24,7.662162162,847,38.47,-122.65
6.6004,17,6.087649402,606,38.48,-122.6
4.5167,24,5.977667494,1006,38.54,-122.62
5.7819,19,6.17888563,874,38.5,-122.63
5.5061,17,6.687116564,473,38.48,-122.65
5.4886,6,6.739217653,2699,38.54,-122.75
2.4922,23,4.764705882,1052,38.52,-122.78
3.75,18,5.753864447,2755,38.5,-122.79
3.055,6,5.528,826,38.52,-122.76
5.449,16,6.822764228,1713,38.5,-122.75
2.0651,14,3.490500864,2323,38.46,-122.73
3.7266,16,4.702564103,994,38.47,-122.73
3.0714,16,5.484615385,525,38.47,-122.74
2.6607,9,3.876923077,1311,38.46,-122.74
4.551,12,6.451313756,1882,38.48,-122.74
4.5417,4,5.735632184,2958,38.48,-122.75
3.1662,7,4.866192171,3468,38.48,-122.79
4.745,28,6.313932981,1634,38.46,-122.81
3.0147,13,5.938186813,2566,38.46,-122.75
2.6384,16,4.527303754,1693,38.46,-122.75
4.5152,14,6.478142077,2149,38.46,-122.76
4.2061,14,6.2421875,2252,38.46,-122.76
1.722,14,3.432791728,1026,38.46,-122.73
3.9329,17,5.193220339,1704,38.45,-122.74
4.0798,25,5.245136187,1296,38.45,-122.74
2.6576,23,5.163003663,1644,38.44,-122.74
3.875,20,5.838,1711,38.44,-122.73
3.1797,48,4.110465116,458,38.44,-122.72
2.3824,35,4.087591241,659,38.44,-122.73
2.4,28,4.508403361,652,38.44,-122.73
0.9437,52,2.611111111,301,38.44,-122.72
3.5845,17,4.638945233,1240,38.44,-122.74
3.0341,11,4.854469854,2430,38.43,-122.74
3.7132,15,5.190779014,1629,38.43,-122.73
3.6292,8,5.593659942,2864,38.45,-122.76
4.6792,23,6.382716049,555,38.44,-122.82
4.7283,11,5.421348315,1633,38.44,-122.76
3.8244,14,5.865951743,1809,38.44,-122.76
3.9766,14,6.586645469,1569,38.44,-122.78
5.038,9,5.428415301,2581,38.42,-122.79
2.375,42,4.927884615,1073,38.42,-122.74
2.1864,29,4.031626506,1880,38.43,-122.73
2.5735,31,4.622425629,1408,38.43,-122.72
1.9458,26,4.709677419,937,38.42,-122.72
3.0969,26,5.119318182,2605,38.42,-122.72
4.3523,26,4.901694915,884,38.42,-122.73
2.8036,30,5.234413965,1156,38.42,-122.72
2.975,30,5.292682927,2250,38.4,-122.73
3.1094,40,4.822916667,841,38.37,-122.73
2.6667,36,5.092356688,1086,38.43,-122.75
2.5917,43,4.548821549,1011,38.41,-122.78
2.75,35,5.639308855,1293,38.39,-122.77
3.9688,17,5.163934426,1857,38.41,-122.75
2.785,32,4.172619048,489,38.41,-122.82
2.9625,29,5.190207156,1381,38.42,-122.84
3.6667,38,5.182222222,584,38.42,-122.86
4.125,19,5.423267327,1065,38.41,-122.84
3.1217,37,5.179906542,1019,38.4,-122.83
3.6696,15,5.141903172,1446,38.4,-122.84
3.7991,21,4.907407407,414,38.37,-122.78
3.8846,40,5.647887324,1054,38.4,-122.82
4.1731,26,5.154574132,909,38.37,-122.8
2.9453,26,5.411904762,1124,38.39,-122.8
4.4357,16,6.028571429,793,38.39,-122.84
2.462,19,4.548969072,868,38.39,-122.83
3.625,22,5.854545455,593,38.39,-122.82
4.7422,32,5.865306122,752,38.39,-122.82
4.5132,27,5.492505353,1227,38.38,-122.82
5.0323,30,6.295264624,958,38.35,-122.76
4.5147,34,6.322222222,541,38.39,-122.87
4.5875,32,6.712418301,843,38.33,-122.77
3.9917,25,5.576363636,1602,38.33,-122.82
5.0574,20,5.818803419,1641,38.34,-122.88
5.2769,18,6.135549872,1131,38.36,-122.81
4.4437,16,5.932659933,810,38.37,-122.85
5.7664,16,6.00297619,931,38.38,-122.89
3.4471,31,5.326388889,716,38.44,-122.86
5.1512,28,6.267716535,1015,38.42,-122.89
4.0446,36,5.726224784,1065,38.43,-122.87
4.6705,19,6.38961039,852,38.43,-122.91
4.511,22,5.631067961,1445,38.4,-122.89
2.6161,30,6.833333333,1387,38.49,-123.04
2.0556,52,8.316602317,524,38.46,-123.02
3.1,29,7.542372881,1328,38.44,-122.98
1.3712,37,6.698863636,354,38.48,-123.01
3.2315,35,6.698757764,768,38.54,-123.02
2.6726,33,5.032154341,759,38.51,-123
1.9265,44,6.880851064,1112,38.5,-122.97
2.1165,48,6.898423818,1257,38.53,-122.97
3.7143,49,6.201086957,505,38.53,-122.94
2.6316,46,6.229508197,807,38.5,-122.94
3.6343,37,5.208860759,1137,38.49,-122.91
3.5085,27,5.446153846,1832,38.48,-122.87
2.5687,25,5.124590164,737,38.46,-122.88
4.7105,22,6.5,1309,38.46,-122.85
2.7072,37,9.212209302,777,38.49,-122.94
4.5,18,6.142857143,912,38.46,-122.91
5.0555,4,6.751677852,2936,38.58,-122.72
3.8616,8,6.19,2967,38.55,-122.82
3.6583,13,6.309711286,2568,38.52,-122.85
4.2716,9,5.789556962,1889,38.53,-122.78
1.1553,12,4.238888889,919,38.54,-122.81
3.276,27,5.750788644,907,38.53,-122.82
3.7768,5,5.802037846,1887,38.54,-122.79
3.7361,23,5.352,1456,38.61,-122.87
2.1903,52,4.276836158,767,38.62,-122.87
3.4013,52,4.613157895,982,38.61,-122.86
2.7432,35,5.204408818,1231,38.62,-122.86
3.1875,18,5.048237477,1667,38.62,-122.87
3.8681,29,5.818181818,1117,38.64,-122.82
3.2452,17,5.841573034,2036,38.58,-122.83
4.0294,41,7.472527473,987,38.61,-122.82
4.5913,16,6.338593974,1908,38.62,-122.85
4.6875,33,6.924242424,394,38.67,-123.01
5.1005,33,6.12,728,38.57,-122.94
4.0781,26,6.367924528,2072,38.64,-122.94
2.9792,37,5.393728223,863,38.73,-122.95
3.7352,32,6.475357711,2053,38.68,-122.87
